model_id,layer_index,n_layers,relative_depth,r2_b,beta,s,r2_eps
HuggingFaceTB/SmolLM3-3B,4,36,0.8888888888888888,0.24754022995870972,-0.0309974784968396,0.021108535982304028,0.48485777192333335
HuggingFaceTB/SmolLM3-3B,3,36,0.9166666666666666,0.25778486246438415,-0.030911020065699034,0.021108535982304028,0.4910427361948494
HuggingFaceTB/SmolLM3-3B,2,36,0.9444444444444444,0.2554268220842676,-0.026623382858342585,0.021108535982304028,0.49384294426118913
HuggingFaceTB/SmolLM3-3B,1,36,0.9722222222222222,0.24812239953258575,-0.026685345265603153,0.021108535982304028,0.47269664851758686
HuggingFaceTB/SmolLM3-3B,0,36,1.0,0.28196643473633065,-0.031160987586950697,0.021108535982304028,0.47644822826438715
HuggingFaceTB/SmolLM3-3B-Base,35,36,0.027777777777777776,-0.06357934000201437,-0.01907176108476031,0.023722511819713257,-0.00852051990240943
HuggingFaceTB/SmolLM3-3B-Base,34,36,0.05555555555555555,-0.08662694964043038,-0.0221381576537634,0.023722511819713257,0.023050709880028886
HuggingFaceTB/SmolLM3-3B-Base,33,36,0.08333333333333333,-0.051284885033369365,-0.023649855257533017,0.023722511819713257,0.14260786576194895
HuggingFaceTB/SmolLM3-3B-Base,32,36,0.1111111111111111,-0.00933341494383888,-0.023580310047299515,0.023722511819713257,0.25080249264980836
HuggingFaceTB/SmolLM3-3B-Base,31,36,0.1388888888888889,-0.039290947118568065,-0.024041583422344033,0.023722511819713257,0.14246904981288655
HuggingFaceTB/SmolLM3-3B-Base,30,36,0.16666666666666666,-0.02296538854126351,-0.02473602523915072,0.023722511819713257,0.22659964624402773
HuggingFaceTB/SmolLM3-3B-Base,29,36,0.19444444444444445,0.02626142693372835,-0.022633087723369336,0.023722511819713257,0.28749863155433886
HuggingFaceTB/SmolLM3-3B-Base,28,36,0.2222222222222222,-0.07618910794446498,-0.02265705031884246,0.023722511819713257,0.29829765572922984
HuggingFaceTB/SmolLM3-3B-Base,27,36,0.25,-0.09437430309952899,-0.02495066818265214,0.023722511819713257,0.30437464283955507
HuggingFaceTB/SmolLM3-3B-Base,26,36,0.2777777777777778,-0.1974382593053483,-0.0345775020208609,0.023722511819713257,0.31232269237660903
HuggingFaceTB/SmolLM3-3B-Base,25,36,0.3055555555555556,-0.019085733087545353,-0.026018088550923538,0.023722511819713257,0.3582125427136561
